	model_id	auc	logloss	aucpr	mean_per_class_error	rmse	mse
310	DeepLearning_grid_1_AutoML_1_20231025_134033_model_183	0.6829322638146168	1.6457776624707974	0.6683518715696901	0.34681372549019607	0.5479847888967355	0.30028732886219983
311	DeepLearning_grid_2_AutoML_1_20231025_134033_model_23	0.6828208556149732	1.3616555167266162	0.6655684846380031	0.419897504456328	0.522671964515993	0.2731859824910074
312	DeepLearning_grid_2_AutoML_1_20231025_134033_model_47	0.6824866310160428	1.413259686562281	0.7231839952337511	0.3713235294117647	0.5446903196220684	0.29668754428999095
313	DeepLearning_grid_1_AutoML_1_20231025_134033_model_58	0.6823752228163993	1.3746017518518119	0.6788163685223914	0.3783422459893048	0.5393995886655617	0.2909519162525772
314	DeepLearning_grid_1_AutoML_1_20231025_134033_model_117	0.6820967023172906	2.6779399375715984	0.674538193028495	0.38658645276292336	0.5653932605579278	0.3196695390843248
315	DeepLearning_grid_1_AutoML_1_20231025_134033_model_240	0.6814282531194297	1.7696111618952288	0.6616633802248311	0.35583778966131907	0.5393392220288492	0.29088679641868426
316	DeepLearning_grid_1_AutoML_1_20231025_134033_model_225	0.6804255793226381	1.6983053335548777	0.7076762911250543	0.41499554367201424	0.5594050159401772	0.31293397185902994
317	DeepLearning_grid_1_AutoML_1_20231025_134033_model_126	0.6802584670231728	1.8552410400479504	0.7012339085156835	0.41009358288770054	0.5663399365444326	0.3207409237251519
318	DeepLearning_grid_1_AutoML_1_20231025_134033_model_24	0.6799799465240641	2.2740613535912164	0.6828897677066893	0.3534982174688057	0.5616496279422859	0.3154503045677082
319	DeepLearning_grid_1_AutoML_1_20231025_134033_model_49	0.6795900178253119	1.7250629969492308	0.6750210198631668	0.3589572192513369	0.5595536724557619	0.31310031235873015
320	DeepLearning_grid_2_AutoML_1_20231025_134033_model_25	0.6792557932263814	1.3953528942983486	0.660739995105028	0.4061942959001783	0.5273359260775803	0.2780831789320993
321	DeepLearning_grid_1_AutoML_1_20231025_134033_model_282	0.6789772727272727	4.772972025692461	0.6768076689347088	0.35505793226381466	0.5911713384394077	0.3494835513922407
322	DeepLearning_grid_3_AutoML_1_20231025_134033_model_18	0.6789215686274509	1.033123241438652	0.7363503661250677	0.42401960784313725	0.5276527457202275	0.278417420066095
323	DeepLearning_grid_1_AutoML_1_20231025_134033_model_63	0.6789215686274509	2.3286499460710255	0.6693388320218284	0.4067513368983957	0.5781440141700993	0.33425050112071597
324	DeepLearning_grid_2_AutoML_1_20231025_134033_model_29	0.6779188948306595	1.4492752764918888	0.6795203743747124	0.3470365418894831	0.5250302449489688	0.2756567581111742
325	DeepLearning_grid_1_AutoML_1_20231025_134033_model_84	0.6771390374331551	2.0741564385195366	0.6862247360617307	0.410873440285205	0.5508034675120802	0.3033844598233312
326	DeepLearning_grid_1_AutoML_1_20231025_134033_model_314	0.6770276292335116	2.0547484134596163	0.6968197453324636	0.3891488413547237	0.5748844945459326	0.33049218206933245
327	DeepLearning_grid_1_AutoML_1_20231025_134033_model_221	0.6765262923351159	1.9616246958286572	0.6568187165408587	0.36564171122994654	0.5547953667380845	0.30779789895404563
328	DeepLearning_grid_1_AutoML_1_20231025_134033_model_180	0.6761363636363636	1.3586203971811632	0.6734519136139071	0.35995989304812837	0.5702187464416671	0.32514941879350634
329	DeepLearning_grid_1_AutoML_1_20231025_134033_model_309	0.6760249554367201	2.029755513373481	0.6795941029418405	0.3155080213903743	0.5655929768357763	0.31989541544595496
330	DeepLearning_grid_2_AutoML_1_20231025_134033_model_51	0.6760249554367201	1.4649471618715368	0.6623945008898059	0.35995989304812837	0.5421605043714994	0.2939380125003586
331	DeepLearning_grid_1_AutoML_1_20231025_134033_model_191	0.6759135472370766	2.054896396989481	0.672671690280188	0.3875891265597148	0.5596466092532133	0.31320432724861885
332	DeepLearning_grid_1_AutoML_1_20231025_134033_model_213	0.6754679144385026	2.343372266510766	0.6543840812489287	0.37934491978609625	0.5568078543006544	0.3100349866108988
333	DeepLearning_grid_1_AutoML_1_20231025_134033_model_277	0.6752450980392157	1.3790334826065873	0.6705728233239973	0.3938279857397505	0.5466309349664932	0.29880537906234245
